node_id,latitude,longitude,degree,junction_type,source
1,24.5673702,92.3659818,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51159,26.0621995,91.0909831,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51160,26.0487394,91.0879576,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51161,26.0485804,91.0877699,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51163,27.3427535,95.2876186,8,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51169,24.0114354,91.4266882,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51170,24.05352,91.421695,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51173,26.1637061,89.7228348,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51175,26.1639869,89.7251569,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51180,26.0540504,91.15924,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51185,26.0457995,91.1415213,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51198,26.0447584,91.1535269,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51205,26.0538528,91.1590683,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51206,26.0531251,91.1585212,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51207,26.0517275,91.1579847,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51208,26.0529323,91.1583871,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51209,26.040264,91.1501178,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51210,26.0403532,91.1501741,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51211,26.0515588,91.1579472,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51212,26.0351042,91.1461455,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51216,25.9885959,91.1515367,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51218,25.988579,91.1515769,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51219,25.9870721,91.1486024,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51221,25.9642641,91.1481276,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51222,25.9641893,91.1481947,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51235,25.9655976,91.1352128,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51238,25.9808853,91.1329383,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51244,25.977717,91.135143,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51246,25.9808563,91.1347622,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51252,25.9925932,91.1380398,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51253,25.9970581,91.1358082,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51259,25.9409015,91.1305289,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51260,25.9470665,91.1084443,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51261,25.9471967,91.1079776,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51262,25.9479297,91.1050159,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51263,25.9480023,91.1047161,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51264,25.9580784,91.0586979,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51265,25.9954525,91.0991238,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51266,25.9953388,91.0991475,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51267,25.9956116,91.0990351,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51268,26.0023645,91.1014464,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51269,25.9392446,91.1410256,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51270,26.0371127,91.1023927,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51271,26.0386186,91.1045665,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51272,26.0384625,91.1043375,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51273,26.0374927,91.1028632,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51274,26.0390049,91.1053193,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51275,26.0373366,91.102665,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51276,26.0428994,91.1171569,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51277,26.0428723,91.117875,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51278,26.0427893,91.1185322,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51279,26.0428968,91.117665,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51280,26.0368443,91.1303955,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51281,26.047607,91.1232931,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51283,26.0347717,91.1369563,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51284,26.0350464,91.1370099,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51285,26.0234873,91.1209917,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51286,26.023427,91.1226761,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51287,26.0228438,91.1239341,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51288,26.0234994,91.1225527,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51290,26.0367816,91.1306423,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51291,26.0477406,91.1232041,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51293,26.0377504,91.1529422,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51300,26.0210433,91.1649799,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51302,26.0266206,91.1641538,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51305,26.0122935,91.1669486,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51306,26.0121103,91.1671365,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51307,26.0225666,91.176036,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51308,26.0208384,91.1816123,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51312,26.0035237,91.1769801,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51316,26.0178901,91.2115582,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51317,26.0127703,91.2147954,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51319,26.0158947,91.205315,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51321,26.0156729,91.2051862,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51322,26.0119078,91.2021929,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51323,26.0118499,91.2020212,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51328,27.424988,94.7439093,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51330,26.0116137,91.2972665,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51336,25.9840872,91.3768101,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51337,25.9838589,91.3765253,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51339,26.01683,91.3235897,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51351,26.01508,91.2528464,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51354,26.0149354,91.2404036,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51356,26.0125924,91.2422222,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51361,26.0127611,91.2274647,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51363,26.0078291,91.2485844,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51364,26.0077255,91.2485683,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51368,26.0058283,91.2194341,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51369,26.0059392,91.2193537,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51371,26.0087789,91.2231892,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51372,26.0098588,91.2233448,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51374,26.1272879,90.6213391,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51376,26.1986631,90.5598032,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51378,26.4975033,90.4973828,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51379,26.4978286,90.4969052,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51380,26.4973628,90.4988551,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51386,27.3494728,95.3297541,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51388,27.3522589,95.3354149,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51395,27.3470537,95.3378507,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51404,26.5084068,90.604881,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51413,26.4963234,90.6949657,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51414,26.4983014,90.6981763,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51415,26.4978609,90.6981844,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51416,26.4986303,90.6913769,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51420,26.4897484,90.5905174,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51421,23.8615886,91.2001383,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51422,23.8536097,91.2118144,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51423,23.850024,91.220058,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51424,23.8457621,91.2209907,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51425,23.8454657,91.2209559,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51426,24.700029,94.4896075,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51427,24.8422402,94.5145789,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51428,24.8420722,94.5169902,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51429,24.1386859,91.8148499,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51430,26.4600177,90.4368058,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51432,26.4668546,90.4406791,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51435,26.4683545,90.4892027,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51436,26.467262,90.4734233,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51437,26.4672788,90.4735842,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51438,26.4575535,90.4587629,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51439,26.4666113,90.4679543,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51440,26.4649329,90.4655027,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51441,26.4649785,90.4656342,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51443,26.4172896,90.4440208,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51444,26.4076569,90.4475451,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51445,26.4514065,90.4744345,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51447,26.4588651,90.4748315,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51448,26.4518676,90.4741341,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51449,26.4588891,90.4750246,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51450,26.4578018,90.4084277,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51451,26.4564094,90.4014076,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51452,26.4478488,90.3878627,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51453,26.4479697,90.3874919,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51462,27.3497413,95.2846488,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51463,27.3500148,95.2853083,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51468,27.3388225,95.3184649,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51474,27.3377089,95.3216931,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51489,28.2326556,94.1253612,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51491,28.2273577,94.1623966,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51492,28.2274038,94.162715,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51495,28.2324651,94.1354764,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51497,28.2327392,94.1248768,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51501,27.61504,95.2546459,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51504,28.2392033,95.6513181,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51505,28.2394648,95.651633,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51517,28.0657917,95.735899,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51519,28.0223233,95.8399147,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51534,28.1601606,94.1570782,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51539,28.099279,94.1460172,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51541,28.136547,94.1542816,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51547,28.0685467,94.1643401,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51550,28.0624943,94.1604388,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51551,28.0625909,94.1605611,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51552,28.023945,94.515542,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51564,28.0306487,94.5413532,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51568,28.0256842,94.5401972,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51571,28.0235043,94.549859,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51573,28.0307192,94.5421739,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51574,28.0240384,94.5474085,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51575,28.0234434,94.5500004,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51583,25.7051849,94.4647149,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51586,26.1934483,91.8024351,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51587,25.7115994,94.4630594,8,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51595,25.7021676,94.4648362,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51605,26.1513031,91.8613451,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51620,28.0454869,94.5271906,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51621,28.0456194,94.5271665,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51622,28.0320844,94.5395894,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51626,26.1087803,91.7897681,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51630,26.1006773,91.8458909,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51634,26.1427633,91.7941978,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51643,26.099831,91.7450255,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51647,26.168402,91.7428189,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51652,26.1640637,91.7466625,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51658,26.0926941,91.5803106,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51659,26.0944891,91.5771016,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51665,28.057234,94.519887,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51667,28.0425681,94.5314309,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51670,28.0576392,94.5199728,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51682,26.1673499,91.7460537,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51683,26.1058908,91.8091864,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51686,26.1156401,91.7149313,5,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51690,27.4797828,93.0319874,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51692,27.6423564,93.0430954,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51694,27.5635779,92.9860551,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51695,27.4165667,93.0076072,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51696,27.3726961,93.0381674,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51697,27.6425486,93.0426545,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51699,27.41654,93.0091736,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51701,27.4823527,93.0314938,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51702,27.4240887,93.011702,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51703,27.6405574,93.0438347,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51706,27.5962256,92.9446117,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51707,27.4798865,93.0315287,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51709,27.6242896,94.9657358,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51710,27.6210557,94.9589908,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51712,27.622937,94.9558997,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51713,27.6154138,94.9567022,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51714,27.6081839,94.9437508,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51715,27.6064112,94.9441041,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51716,27.607244,94.94453,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51717,29.0585476,94.9214754,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51718,29.0226544,94.8884738,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51719,29.0519048,94.9054046,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51720,29.0226645,94.8881516,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51721,29.0147985,94.8945677,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51722,29.0582756,94.9213252,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51723,29.052067,94.9049905,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51724,24.7509245,93.9313959,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51725,24.7547745,93.9317642,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51727,24.7498007,93.9312868,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51728,24.7544472,93.9240265,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51729,24.7532709,93.9237821,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51732,24.7505371,93.924101,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51735,24.7384308,93.9111001,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51736,24.7262889,93.9054336,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51739,24.72687,93.906217,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51741,24.7281025,93.9159983,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51745,24.7383047,93.8997631,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51746,24.7383059,93.8999135,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51749,24.7218798,93.8591997,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51750,24.7179591,93.8605146,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51751,24.7177281,93.8604567,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51753,23.8529455,92.6504555,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51754,23.925446,92.6538538,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51755,23.8379439,92.6337919,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51756,23.9353727,92.653073,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51757,23.852853,92.6501941,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51758,23.852578,92.649788,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51759,23.925844,92.6535254,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51763,25.7088992,94.465472,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51783,25.7092739,94.4613969,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51800,27.2769025,95.3267148,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51801,27.2875388,95.3275718,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51805,27.2901492,95.3213015,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51817,27.2862129,95.3319325,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51826,27.2841067,95.3273633,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51845,25.7288751,94.4734562,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51848,25.7194222,94.4632416,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51852,25.7102365,94.4619448,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51854,25.7077943,94.4588738,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51862,25.7040282,94.457283,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51864,25.7062929,94.4586601,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51867,26.8572088,95.597576,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51869,24.2111554,91.689073,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51871,24.2107516,91.6858863,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51883,24.214275,91.7085001,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51888,24.2094602,91.7078911,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51889,24.2102169,91.7077103,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51890,24.2098578,91.7053684,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51896,26.7169912,95.0235626,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51900,26.7193794,95.0299144,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51904,26.7245248,95.0279877,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51905,26.7232914,95.0290442,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51907,26.7262556,95.0296971,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51912,26.723849,95.0270746,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51917,26.7275782,95.025954,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51918,26.7279522,95.0245138,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51919,26.7295313,95.0239068,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51923,26.7146672,95.0241577,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51924,26.7135631,95.0247423,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51932,26.7160054,95.0213808,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51934,26.7149109,95.019176,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51935,25.2527125,94.278165,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51936,25.2959535,94.2919488,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51938,25.2388619,94.276351,6,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51939,25.281505,94.3032228,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51944,27.2152828,94.0259104,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51947,26.7149153,95.020155,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
51961,27.3533512,95.3311094,4,junction_candidate,Derived from Member 4 road_edges endpoint graph; verify before navigation use
